pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	part_d_model_demo	part_d_enhncd_cvrg_demo	mrx_form_model_type	mrx_drug_ben_yn	mrx_benefit_type	mrx_partd_network_loc	mrx_ltc_attest_flag	mrx_first_fill	mrx_otc_meds_pay_ump_yn	mrx_otc_meds_attest_flag	mrx_formulary_tiers_num	mrx_tier_form_ex	mrx_tier_form_ex_2_yn	mrx_tier_form_ex_2	mrx_ae_oon_cstshr_struct	mrx_ae_cstshr_apply	mrx_form_model_desc	mrx_ae_ooptcs_apply	mrx_alt_ded_charge	mrx_alt_ded_amount	mrx_alt_ded_type_yn	mrx_alt_no_ded_tier	mrx_alt_ded_tier_cstshr_yn	mrx_alt_gen_cstshr_struct	mrx_alt_gen_coins_pct	mrx_alt_gen_copay_amt	mrx_alt_oon_cstshr_struct	mrx_alt_red_cost_sharing	mrx_alt_red_cost_sharing_items	mrx_alt_fulfill_desc	mrx_alt_excl_drugs_yn	mrx_alt_pre_icl_cost_share	mrx_alt_pre_icl_exclud_only_yn	mrx_alt_ira_covg_tier	mrx_alt_cstshr_post_oopt	mrx_gen_loc_rstd	mrx_gen_rstd_1m	mrx_gen_rstd_2m	mrx_gen_rstd_3m	mrx_gen_loc_oon	mrx_gen_oon_1m	mrx_gen_oon_os	mrx_gen_loc_mostd	mrx_gen_mostd_1m	mrx_gen_mostd_2m	mrx_gen_mostd_3m	mrx_gen_loc_ltc	mrx_gen_ltc_1m	mrx_tier_extd_days_gen_yn	mrx_gen_extd_first_fill	mrx_gen_ira_rstd_copay_1m	mrx_gen_ira_rstd_copay_2m	mrx_gen_ira_rstd_copay_3m	mrx_gen_ira_mostd_copay_1m	mrx_gen_ira_mostd_copay_2m	mrx_gen_ira_mostd_copay_3m	mrx_gen_ira_oonp_copay_1m	mrx_gen_ira_oonp_copay_othnum	mrx_gen_ira_ltcp_copay_1m	mrx_gen_ira_rstd_coins_1m	mrx_gen_ira_rstd_coins_2m	mrx_gen_ira_rstd_coins_3m	mrx_gen_ira_mostd_coins_1m	mrx_gen_ira_mostd_coins_2m	mrx_gen_ira_mostd_coins_3m	mrx_gen_ira_oonp_coins_1m	mrx_gen_ira_oonp_coins_othnum	mrx_gen_ira_ltcp_coins_1m	mrx_avg_exp_cost_share_attest	mrx_snp_zerocost_attest	mrx_vaccine_attest	mrx_insulin_attest
H2032	804	0	1	04	01	H2032_804_0	1	N	N		2																																																																				
H2034	001	0	1	01	01	H2034_001_0	5		N		1	1	110100	1		2											615.00																010	34			01	34		000				1	34			35.00						35.00		35.00	25						25		25			1	1
H2035	001	0	1	01	01	H2035_001_0	6		N		1	1	110110	1		2											615.00																111	30	60	90	01	30		111	30	60	90	1	31	2	1	35.00	70.00	105.00	35.00	70.00	105.00	35.00		35.00	25	25	25	25	25	25	25		25			1	1
H2041	001	0	1	01	01	H2041_001_0	7			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	385.00	2	0110000	1				2	1	111	The plan offers a reduced deductible and reduced cost sharing on many generic drugs.	1	3		0111110	3																																		1		1	1
H2041	002	0	1	01	01	H2041_002_0	6			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	605.00	2	0110000	1				2	1	111	The plan offers a reduced deductible and reduced cost sharing on many generic drugs.	1	3		0111110	3																																		1		1	1
H2041	003	0	1	01	01	H2041_003_0	7			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	375.00	2	0110000	1				2	1	111	The plan offers a reduced deductible and reduced cost sharing on many generic drugs.	1	3		0111110	3																																		1		1	1
H2041	004	0	1	01	01	H2041_004_0	6			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	605.00	2	0110000	1				2	1	111	The plan offers a reduced deductible and reduced cost sharing on many generic drugs.	1	3		0111110	3																																		1		1	1
H2041	005	0	1	01	01	H2041_005_0	7			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	330.00	2	0110000	1				2	1	111	The plan offers a reduced deductible and reduced cost sharing on many generic drugs.	1	3		0111110	3																																		1		1	1
H2041	006	0	1	01	01	H2041_006_0	6			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	605.00	2	0110000	1				2	1	111	The plan offers a reduced deductible and reduced cost sharing on many generic drugs.	1	3		0111110	3																																		1		1	1
H2041	007	0	1	01	01	H2041_007_0	6		N	5F4	1	4	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				2	1	101	The plan offers $0 cost sharing on select drugs and a supplemental non-Part D drug benefit covering ED drugs.	1	3		0111110	3																																		1	1	1	1
H2041	008	0	1	01	01	H2041_008_0	6		N	5F4	1	4	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				2	1	101	The plan offers $0 cost sharing on select drugs and a supplemental non-Part D drug benefit covering ED drugs.	1	3		0111110	3																																		1	1	1	1
H2041	009	0	1	01	01	H2041_009_0	7			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	305.00	2	0110000	1				2	1	111	The plan offers a reduced deductible and reduced cost sharing on many generic drugs.	1	3		0111110	3																																		1		1	1
H2041	010	0	1	01	01	H2041_010_0	6			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	605.00	2	0110000	1				2	1	111	The plan offers a reduced deductible and reduced cost sharing on many generic drugs.	1	3		0111110	3																																		1		1	1
H2041	011	0	1	01	01	H2041_011_0	7		N	5F4	1	4	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				2	1	101	The plan offers $0 cost sharing on select drugs and a supplemental non-Part D drug benefit covering ED drugs.	1	3		0111110	3																																		1	1	1	1
H2041	012	0	1	01	01	H2041_012_0	7			5F4	1	3	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				2					3		0111110	1																																		1		1	1
H2041	013	0	1	01	01	H2041_013_0	7			5F4	1	3	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				2					3		0111110	1																																		1		1	1
H2041	014	0	1	01	01	H2041_014_0	7			5F4	1	3	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				2					3		0111110	1																																		1		1	1
H2041	015	0	1	01	01	H2041_015_0	7			5F4	1	3	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				2					3		0111110	1																																		1		1	1
H2041	016	0	1	01	01	H2041_016_0	7			5F4	1	3	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				2					3		0111110	1																																		1		1	1
H2056	003	0	1	02	01	H2056_003_0	2			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	300.00	2	0110000	1				3	1	111	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a reduced Part D deductible, waived for Tiers 1 and 2. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H2056	005	0	1	02	01	H2056_005_0	2			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		3								3	1	110	This plan fulfills the requirement to increase the actuarial value of defined standard prescription drug coverage by offering reduced copays for certain formulary tiers and a $0 Part D deductible. This is confirmed by the plan passing all alternative coverage tests on Worksheet 5 of the Part D Bid Pricing Tool (BPT).	2	3		0001110	1																																		1		1	1
H2056	801	0	1	01	01	H2056_801_0	1	N	N		2																																																																				
H2056	802	0	1	01	01	H2056_802_0	1				1																																																																				
H2064	001	0	1	20	08	H2064_001_0	3				1																																																																				
H2064	002	0	1	20	08	H2064_002_0	3				1																																																																				
H2085	001	0	1	20	08	H2085_001_0	2				1																																																																				
H2085	002	0	1	20	08	H2085_002_0	2				1																																																																				
H2108	022	0	1	01	01	H2108_022_0	7			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		3								2	1	110	This plan offers coverage for excluded drugs, and reduced cost share at preferred pharmacies.	1	3		0111110	3																																		1		1	1
H2108	029	0	1	01	01	H2108_029_0	6			5F3	1	4	101101	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Diabetic Drugs		2	275.00	2	0110000	1				2	1	111	This plan offers coverage for excluded drugs, and reduced cost share at preferred pharmacies.	1	3		0111111	3																																		1		1	1
H2108	030	0	1	01	01	H2108_030_0	6			5F3	1	4	101101	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Diabetic Drugs		2	250.00	2	0110000	1				2	1	111	This plan offers coverage for excluded drugs, and reduced cost share at preferred pharmacies.	1	3		0111111	3																																		1		1	1
H2108	036	0	1	01	01	H2108_036_0	6			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	250.00	2	0110000	1				2	1	111	This plan offers coverage for excluded drugs, and reduced cost share at preferred pharmacies.	1	3		0111110	3																																		1		1	1
H2108	041	0	1	01	01	H2108_041_0	6		N	5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		1	615.00	2	0100000	1				2	1	101	This plan offers coverage for excluded drugs, and reduced cost share at preferred pharmacies.	2	3		0111110	1																																		1	1	1	1
H2108	042	1	1	01	01	H2108_042_1	6			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		3								2	1	110	This plan offers coverage for excluded drugs, and reduced cost share at preferred pharmacies.	1	3		0111110	3																																		1		1	1
H2108	042	2	1	01	01	H2108_042_2	6			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		3								2	1	110	This plan offers coverage for excluded drugs, and reduced cost share at preferred pharmacies.	1	3		0111110	3																																		1		1	1
H2108	044	0	1	01	01	H2108_044_0	4	N	N		2																																																																				
H2108	045	0	1	01	01	H2108_045_0	4	N	N		2																																																																				
H2108	801	0	1	01	01	H2108_801_0	3				1																																																																				
H2109	001	0	1	20	08	H2109_001_0	2				1																																																																				
H2109	002	0	1	20	08	H2109_002_0	2				1																																																																				
H2117	001	0	1	04	01	H2117_001_0	8			5F4	1	4	101101	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0110001	1				2	1	101	Per CMS Guidance for Enhanced Alternative plans, the Contract PBP met all the conditions prescribed by CMS.  In the BPTs, the following plan passed the Actuarial Tests to ensure the plan is Enhanced relative to Defined Standard.  Finally, the Contract PBP passed the OOPC and TBC tests mandated by CMS.	1	3		0001100	1																																		1		1	1
H2117	002	0	1	04	01	H2117_002_0	8		N	5F4	1	3	101101	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		2	470.00	2	0100001	1				2					3		0001100	1																																		1	1	1	1
H2117	003	0	1	04	01	H2117_003_0	8	N	N		2																																																																				
H2126	001	0	1	01	01	H2126_001_0	7		N		1	1	110110	1		2											615.00																111	30	60	90	01	30		111	30	60	90	1	31	2	2	35.00	70.00	105.00	35.00	70.00	105.00	35.00		35.00	25	25	25	25	25	25	25		25			1	1
H2162	801	0	1	02	01	H2162_801_0	3				1																																																																				
H2168	001	0	1	01	01	H2168_001_0	4		N	5F4	1	4	110110	1	2	2		6	4	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				4	1	001		1	3		0111110	3																																		1	1	1	1
H2168	002	0	1	01	01	H2168_002_0	4		N	5F4	1	4	110110	1	2	2		6	4	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				4	1	001		1	3		0111110	3																																		1	1	1	1
H2168	004	0	1	01	01	H2168_004_0	4			5F4	1	4	110110	1	2	2		6	4	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0110001	1				4	1	001		1	3		0111110	3																																		1		1	1
H2172	001	0	1	02	01	H2172_001_0	5			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	002	0	1	02	01	H2172_002_0	4			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	005	0	1	01	01	H2172_005_0	3	N	N		2																																																																				
H2172	008	0	1	02	01	H2172_008_0	4			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	009	0	1	02	01	H2172_009_0	4			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	010	0	1	02	01	H2172_010_0	4			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	013	0	1	02	01	H2172_013_0	4			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	014	0	1	02	01	H2172_014_0	5			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		2	150.00	2	0110001	1				1	1	111	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	016	0	1	01	01	H2172_016_0	4		N	5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		2	210.00	2	0110001	1				1	1	111	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																		1	1	1	1
H2172	017	0	1	01	01	H2172_017_0	4		N	5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		2	295.00	2	0110001	1				1	1	111	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																		1	1	1	1
H2172	018	0	1	01	01	H2172_018_0	4		N	5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		2	200.00	2	0110001	1				1	1	111	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																		1	1	1	1
H2172	019	0	1	01	01	H2172_019_0	4		N	5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		2	200.00	2	0110001	1				1	1	111	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																		1	1	1	1
H2172	020	0	1	02	01	H2172_020_0	4			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	021	0	1	02	01	H2172_021_0	5			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	022	0	1	02	01	H2172_022_0	5			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	023	0	1	02	01	H2172_023_0	5			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	024	0	1	02	01	H2172_024_0	4			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	025	0	1	01	01	H2172_025_0	5			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	026	0	1	01	01	H2172_026_0	5			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	027	0	1	02	01	H2172_027_0	4			5F2	1	4	101110	1	2	2		6	5	1	2			Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Vaccines		3								1	1	110	Enhancements to the defined standard benefits were made through a reduced/eliminated deductible, deductible waived for at least one tier, and/or reduced cost share on some tiers as described in sections “Rx Cost Share” and “Rx Tiers.” These changes were determined to be no less than 15% richer than defined standard benefits after comparing the enhanced alternative plan OOPC value to the defined standard OOPC value in the 2026 Part D OOPC model.	2	3		0111110	1																																				1	1
H2172	801	0	1	01	01	H2172_801_0	2				1																																																																				
H2172	805	0	1	01	01	H2172_805_0	2	N	N		2																																																																				
H2172	806	0	2	01	01	H2172_806_0	2				1																																																																				
H2174	001	0	1	02	01	H2174_001_0	8		N	5F4	1	3	101101	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		2	350.00	2	0100001	1				2					3		0001100	1																																		1	1	1	1
H2174	012	0	1	02	01	H2174_012_0	8		N	5F4	1	3	101101	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0100001	1				2					3		0001100	1																																		1	1	1	1
H2174	013	0	1	02	01	H2174_013_0	8		N	5F4	1	3	101101	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0100001	1				2					3		0001100	1																																		1	1	1	1
H2185	001	0	1	01	01	H2185_001_0	5				1	1	110100	1		2											615.00																111	30	60	90	10		10	000				1	31	2	2	35.00	70.00	105.00					35.00	35.00	25	25	25					25	25			1	1
H2185	003	0	1	02	01	H2185_003_0	5			5F	1	4	110110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	75.00	2	0110000	1				3	1	111	The plan has lowered the deductible to $0 for tiers 1-2 and $75 for tiers 3-5, and reduced copay cost-share for tiers 1-4 in the coverage phase.	2	3		0001100	1																																				1	1
H2218	001	0	1	20	08	H2218_001_0	2				1																																																																				
H2218	002	0	1	20	08	H2218_002_0	2				1																																																																				
H2219	001	0	1	20	08	H2219_001_0	5				1																																																																				
H2219	002	0	1	20	08	H2219_002_0	5				1																																																																				
H2220	001	0	1	20	08	H2220_001_0	3				1																																																																				
H2220	002	0	1	20	08	H2220_002_0	3				1																																																																				
H2221	001	0	1	20	08	H2221_001_0	2				1																																																																				
H2221	002	0	1	20	08	H2221_002_0	2				1																																																																				
H2222	002	0	1	20	08	H2222_002_0	2				1																																																																				
H2222	003	0	1	20	08	H2222_003_0	2				1																																																																				
H2223	001	0	1	20	08	H2223_001_0	2				1																																																																				
H2223	002	0	1	20	08	H2223_002_0	2				1																																																																				
H2224	001	0	1	01	01	H2224_001_0	11		N	1	1	4	110110	1	2	2		1	1					Single Tier		2	115.00	1						1	1	010		2	2		0100000	1																																		1		1	1
H2224	003	0	1	01	01	H2224_003_0	9		N		1	1	110110	1		2											615.00																111	31	60	100	01	31		111	31	60	100	1	31	2	2	35.00	70.00	105.00	35.00	70.00	105.00	35.00		35.00	25	25	25	25	25	25	25		25			1	1
H2225	001	0	1	01	01	H2225_001_0	6		N		1	1	110110	1		2											615.00																111	31	60	100	01	31		111	31	60	100	1	31	2	2	35.00	70.00	105.00	35.00	70.00	105.00	35.00		35.00	25	25	25	25	25	25	25		25			1	1
H2226	001	0	1	01	01	H2226_001_0	4		N		1	1	110110	1		2											615.00																110	30		100	01	30		110	30		100	1	31	2	2	35.00		105.00	35.00		105.00	35.00		35.00	25		25	25		25	25		25			1	1
H2226	003	0	1	01	01	H2226_003_0	4		N		1	1	110110	1		2											615.00																110	30		100	01	30		110	30		100	1	31	2	2	35.00		105.00	35.00		105.00	35.00		35.00	25		25	25		25	25		25			1	1
H2230	002	0	1	04	01	H2230_002_0	6			5F	1	4	101110	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	200.00	2	0110000	1				2	1	111	Through the $200 deductible applies only to Tiers 3-5 (which is less than the Defined Standard), flat-dollar copayments on Tiers 1-4 that comply with the Final Part D Bidding Instructions, and Tier 5 coinsurance that complies with both Final Part D Bidding Instructions and Annual Updates for Part D Specialty Tier Calculation, the actuarial for this plan exceeds the Defined Standard actuarial value. The BPT shows the actuarial equivalence tests on Worksheet 5, section VI are met.	2	3		0111110	1																																				1	1
