pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_d_opt_use_mand_16b_yn	pbp_d_opt_use_mand_16b1_yn	pbp_d_opt_use_mand_16b2_yn	pbp_d_opt_use_mand_16b3_yn	pbp_d_opt_use_mand_16b4_yn	pbp_d_opt_use_mand_16b5_yn	pbp_d_opt_use_mand_16b6_yn	pbp_d_opt_use_mand_16c_yn	pbp_d_opt_use_mand_16c1_yn	pbp_d_opt_use_mand_16c2_yn	pbp_d_opt_use_mand_16c3_yn	pbp_d_opt_use_mand_16c4_yn	pbp_d_opt_use_mand_16c5_yn	pbp_d_opt_use_mand_16c6_yn	pbp_d_opt_use_mand_16c7_yn	pbp_d_opt_use_mand_16c8_yn	pbp_d_opt_use_mand_16c9_yn	pbp_d_opt_use_mand_16c10_yn	pbp_b16b_maxplan_pv_yn	pbp_b16b_maxplan_pv_in_oon	pbp_b16b_maxplan_pv_amt	pbp_b16b_maxplan_pv_per	pbp_b16b_maxplan_pv_per_desc	pbp_b16b_maxenr_pv_yn	pbp_b16b_maxenr_pv_amt	pbp_b16b_maxenr_pv_per	pbp_b16b_maxenr_pv_per_desc	pbp_b16b_coins_ov_yn	pbp_b16b_coins_ov_svcs	pbp_b16b_coins_ov_pct	pbp_b16b_coins_ov_pct_min	pbp_b16b_coins_ov_pct_max	pbp_b16b_copay_ov_yn	pbp_b16b_copay_ov_svcs	pbp_b16b_copay_ov_amt	pbp_b16b_copay_ov_amt_min	pbp_b16b_copay_ov_amt_max	pbp_b16b_ded_pv_yn	pbp_b16b_ded_pv_amt	pbp_b16b_bendesc_oe_amo	pbp_b16b_bendesc_oe_lim	pbp_b16b_bendesc_oe_num	pbp_b16b_bendesc_oe_per	pbp_b16b_bendesc_oe_desc	pbp_b16b_coins_oe_yn	pbp_b16b_coins_oe_pct	pbp_b16b_coins_oe_pct_min	pbp_b16b_coins_oe_pct_max	pbp_b16b_copay_oe_yn	pbp_b16b_copay_oe_amt	pbp_b16b_copay_oe_amt_min	pbp_b16b_copay_oe_amt_max	pbp_b16b_auth_oe_yn	pbp_b16b_refer_oe_yn	pbp_b16b_bendesc_dx_amo	pbp_b16b_bendesc_dx_lim	pbp_b16b_bendesc_dx_num	pbp_b16b_bendesc_dx_per	pbp_b16b_bendesc_dx_desc	pbp_b16b_coins_dx_yn	pbp_b16b_coins_dx_pct	pbp_b16b_coins_dx_pct_min	pbp_b16b_coins_dx_pct_max	pbp_b16b_copay_dx_yn	pbp_b16b_copay_dx_amt	pbp_b16b_copay_dx_amt_min	pbp_b16b_copay_dx_amt_max	pbp_b16b_auth_dx_yn	pbp_b16b_refer_dx_yn	pbp_b16b_bendesc_ods_amo	pbp_b16b_bendesc_ods_lim	pbp_b16b_bendesc_ods_num	pbp_b16b_bendesc_ods_per	pbp_b16b_bendesc_ods_desc	pbp_b16b_coins_ods_yn	pbp_b16b_coins_ods_pct	pbp_b16b_coins_ods_pct_min	pbp_b16b_coins_ods_pct_max	pbp_b16b_copay_ods_yn	pbp_b16b_copay_ods_amt	pbp_b16b_copay_ods_amt_min	pbp_b16b_copay_ods_amt_max	pbp_b16b_auth_ods_yn	pbp_b16b_refer_ods_yn	pbp_b16b_bendesc_pc_amo	pbp_b16b_bendesc_pc_lim	pbp_b16b_bendesc_pc_num	pbp_b16b_bendesc_pc_per	pbp_b16b_bendesc_pc_desc	pbp_b16b_coins_pc_yn	pbp_b16b_coins_pc_pct	pbp_b16b_coins_pc_pct_min	pbp_b16b_coins_pc_pct_max	pbp_b16b_copay_pc_yn	pbp_b16b_copay_pc_amt	pbp_b16b_copay_pc_amt_min	pbp_b16b_copay_pc_amt_max	pbp_b16b_auth_pc_yn	pbp_b16b_refer_pc_yn	pbp_b16b_bendesc_ft_amo	pbp_b16b_bendesc_ft_lim	pbp_b16b_bendesc_ft_num	pbp_b16b_bendesc_ft_per	pbp_b16b_bendesc_ft_desc	pbp_b16b_coins_ft_yn	pbp_b16b_coins_ft_pct	pbp_b16b_coins_ft_pct_min	pbp_b16b_coins_ft_pct_max	pbp_b16b_copay_ft_yn	pbp_b16b_copay_ft_amt	pbp_b16b_copay_ft_amt_min	pbp_b16b_copay_ft_amt_max	pbp_b16b_auth_ft_yn	pbp_b16b_refer_ft_yn	pbp_b16b_bendesc_ops_amo	pbp_b16b_bendesc_ops_lim	pbp_b16b_bendesc_ops_num	pbp_b16b_bendesc_ops_per	pbp_b16b_bendesc_ops_desc	pbp_b16b_coins_ops_yn	pbp_b16b_coins_ops_pct	pbp_b16b_coins_ops_pct_min	pbp_b16b_coins_ops_pct_max	pbp_b16b_copay_ops_yn	pbp_b16b_copay_ops_amt	pbp_b16b_copay_ops_amt_min	pbp_b16b_copay_ops_amt_max	pbp_b16b_auth_ops_yn	pbp_b16b_refer_ops_yn	pbp_b16c_maxplan_cmp_yn	pbp_b16c_maxplan_cmp_type	pbp_b16c_maxplan_cmp_in_oon	pbp_b16c_maxplan_cmp_amt	pbp_b16c_maxplan_cmp_per	pbp_b16c_maxplan_cmp_per_desc	pbp_b16c_maxenr_cmp_yn	pbp_b16c_maxenr_cmp_type	pbp_b16c_maxenr_cmp_amt	pbp_b16c_maxenr_cmp_per	pbp_b16c_maxenr_cmp_per_desc	pbp_b16c_ded_cmp_yn	pbp_b16c_ded_cmp_amt	pbp_b16c_bendesc_rs_amo	pbp_b16c_bendesc_rs_lim	pbp_b16c_bendesc_rs_num	pbp_b16c_bendesc_rs_per	pbp_b16c_bendesc_rs_desc	pbp_b16c_coins_rs_yn	pbp_b16c_coins_rs_pct	pbp_b16c_coins_rs_pct_min	pbp_b16c_coins_rs_pct_max	pbp_b16c_copay_rs_yn	pbp_b16c_copay_rs_amt	pbp_b16c_copay_rs_amt_min	pbp_b16c_copay_rs_amt_max	pbp_b16c_auth_rs_yn	pbp_b16c_refer_rs_yn	pbp_b16c_bendesc_end_amo	pbp_b16c_bendesc_end_lim	pbp_b16c_bendesc_end_num	pbp_b16c_bendesc_end_per	pbp_b16c_bendesc_end_desc	pbp_b16c_coins_end_yn	pbp_b16c_coins_end_pct	pbp_b16c_coins_end_pct_min	pbp_b16c_coins_end_pct_max	pbp_b16c_copay_end_yn	pbp_b16c_copay_end_amt	pbp_b16c_copay_end_amt_min	pbp_b16c_copay_end_amt_max	pbp_b16c_auth_end_yn	pbp_b16c_refer_end_yn	pbp_b16c_bendesc_peri_amo	pbp_b16c_bendesc_peri_lim	pbp_b16c_bendesc_peri_num	pbp_b16c_bendesc_peri_per	pbp_b16c_bendesc_peri_desc	pbp_b16c_coins_peri_yn	pbp_b16c_coins_peri_pct	pbp_b16c_coins_peri_pct_min	pbp_b16c_coins_peri_pct_max	pbp_b16c_copay_peri_yn	pbp_b16c_copay_peri_amt	pbp_b16c_copay_peri_amt_min	pbp_b16c_copay_peri_amt_max	pbp_b16c_auth_peri_yn	pbp_b16c_refer_peri_yn	pbp_b16c_bendesc_prm_amo	pbp_b16c_bendesc_prm_lim	pbp_b16c_bendesc_prm_num	pbp_b16c_bendesc_prm_per	pbp_b16c_bendesc_prm_desc	pbp_b16c_coins_prm_yn	pbp_b16c_coins_prm_pct	pbp_b16c_coins_prm_pct_min	pbp_b16c_coins_prm_pct_max	pbp_b16c_copay_prm_yn	pbp_b16c_copay_prm_amt	pbp_b16c_copay_prm_amt_min	pbp_b16c_copay_prm_amt_max	pbp_b16c_auth_prm_yn	pbp_b16c_refer_prm_yn	pbp_b16c_bendesc_mxpr_amo	pbp_b16c_bendesc_mxpr_lim	pbp_b16c_bendesc_mxpr_num	pbp_b16c_bendesc_mxpr_per	pbp_b16c_bendesc_mxpr_desc	pbp_b16c_coins_mxpr_yn	pbp_b16c_coins_mxpr_pct	pbp_b16c_coins_mxpr_pct_min	pbp_b16c_coins_mxpr_pct_max	pbp_b16c_copay_mxpr_yn	pbp_b16c_copay_mxpr_amt	pbp_b16c_copay_mxpr_amt_min	pbp_b16c_copay_mxpr_amt_max	pbp_b16c_auth_mxpr_yn	pbp_b16c_refer_mxpr_yn	pbp_b16c_bendesc_impl_amo	pbp_b16c_bendesc_impl_lim	pbp_b16c_bendesc_impl_num	pbp_b16c_bendesc_impl_per	pbp_b16c_bendesc_impl_desc	pbp_b16c_coins_impl_yn	pbp_b16c_coins_impl_pct	pbp_b16c_coins_impl_pct_min	pbp_b16c_coins_impl_pct_max	pbp_b16c_copay_impl_yn	pbp_b16c_copay_impl_amt	pbp_b16c_copay_impl_amt_min	pbp_b16c_copay_impl_amt_max	pbp_b16c_auth_impl_yn	pbp_b16c_refer_impl_yn	pbp_b16c_bendesc_prf_amo	pbp_b16c_bendesc_prf_lim	pbp_b16c_bendesc_prf_num	pbp_b16c_bendesc_prf_per	pbp_b16c_bendesc_prf_desc	pbp_b16c_coins_prf_yn	pbp_b16c_coins_prf_pct	pbp_b16c_coins_prf_pct_min	pbp_b16c_coins_prf_pct_max	pbp_b16c_copay_prf_yn	pbp_b16c_copay_prf_amt	pbp_b16c_copay_prf_amt_min	pbp_b16c_copay_prf_amt_max	pbp_b16c_auth_prf_yn	pbp_b16c_refer_prf_yn	pbp_b16c_bendesc_omsg_amo	pbp_b16c_bendesc_omsg_lim	pbp_b16c_bendesc_omsg_num	pbp_b16c_bendesc_omsg_per	pbp_b16c_bendesc_omsg_desc	pbp_b16c_coins_omsg_yn	pbp_b16c_coins_omsg_pct	pbp_b16c_coins_omsg_pct_min	pbp_b16c_coins_omsg_pct_max	pbp_b16c_copay_omsg_yn	pbp_b16c_copay_omsg_amt	pbp_b16c_copay_omsg_amt_min	pbp_b16c_copay_omsg_amt_max	pbp_b16c_auth_omsg_yn	pbp_b16c_refer_omsg_yn	pbp_b16c_bendesc_orth_amo	pbp_b16c_bendesc_orth_lim	pbp_b16c_bendesc_orth_num	pbp_b16c_bendesc_orth_per	pbp_b16c_bendesc_orth_desc	pbp_b16c_coins_orth_yn	pbp_b16c_coins_orth_pct	pbp_b16c_coins_orth_pct_min	pbp_b16c_coins_orth_pct_max	pbp_b16c_copay_orth_yn	pbp_b16c_copay_orth_amt	pbp_b16c_copay_orth_amt_min	pbp_b16c_copay_orth_amt_max	pbp_b16c_auth_orth_yn	pbp_b16c_refer_orth_yn	pbp_b16c_bendesc_ags_amo	pbp_b16c_bendesc_ags_lim	pbp_b16c_bendesc_ags_num	pbp_b16c_bendesc_ags_per	pbp_b16c_bendesc_ags_desc	pbp_b16c_coins_ags_yn	pbp_b16c_coins_ags_pct	pbp_b16c_coins_ags_pct_min	pbp_b16c_coins_ags_pct_max	pbp_b16c_copay_ags_yn	pbp_b16c_copay_ags_amt	pbp_b16c_copay_ags_amt_min	pbp_b16c_copay_ags_amt_max	pbp_b16c_auth_ags_yn	pbp_b16c_refer_ags_yn	pbp_d_opt_identifier
H2406	069	0	1	04	01	H2406_069_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
H2406	070	0	1	04	01	H2406_070_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
H2406	071	0	1	04	01	H2406_071_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
H2406	072	0	1	04	01	H2406_072_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
H2406	075	0	1	04	01	H2406_075_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
H2406	076	0	1	04	01	H2406_076_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
H2406	078	0	1	04	01	H2406_078_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
H2406	087	0	1	04	01	H2406_087_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
H2406	089	0	1	04	01	H2406_089_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
H2406	090	0	1	04	01	H2406_090_0	4	2	2	2		2	2	2	2											1	2	1500.00	3		2				2					2					2		3	2	1	6	Periodicity varies by service ranging from 2 every year to 1 every 3 years.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per 60 floating months to 8 every year.	2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to 1 per floating day.	2				1	0.00	0.00	0.00	1	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	2	3		2				1	0.00	0.00	0.00	2	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 36 months to 2 per floating 12 months.	2				1	0.00	0.00	0.00	1	2	1	1					2					2		3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 4 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to 2 per year.	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per floating 60 months to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Recement or re-bond fixed partial denture: 1 per year Fixed partial denture repair: 1 per floating 24 months All other services: 1 every 5 years	1	50	50	50	2				1	2	3	2	1	6	Periodicity varies by service ranging from 1 per lifetime to unlimited.	1	50	50	50	2				1	2																3	2	1	6	Periodicity varies by service ranging from 1 per plan year to unlimited.	1	50	50	50	2				1	2	001
